iter,tec,vintage,year_all,Level
2128,BTL,2035,2050,0.000e+00
2128,BTL,2040,2040,1.084e-05
2128,BTL,2040,2045,0.000e+00
2128,BTL,2040,2050,0.000e+00
2128,BTL,2045,2045,1.288e+02
2128,BTL,2045,2050,0.000e+00
2128,BTL,2050,2050,1.530e+09
2129,OTL,2020,2020,1.354e+08
2129,OTL,2020,2025,1.354e+08
2129,OTL,2020,2030,0.000e+00
2129,OTL,2020,2035,0.000e+00
2129,OTL,2025,2025,0.000e+00
2129,OTL,2025,2030,0.000e+00
2129,OTL,2025,2035,0.000e+00
2129,OTL,2025,2040,0.000e+00
2129,OTL,2030,2030,0.000e+00
2129,OTL,2030,2035,0.000e+00
2129,OTL,2030,2040,0.000e+00
2129,OTL,2030,2045,0.000e+00
2129,OTL,2035,2035,0.000e+00
2129,OTL,2035,2040,0.000e+00
2129,OTL,2035,2045,0.000e+00
2129,OTL,2035,2050,0.000e+00
2129,OTL,2040,2040,0.000e+00
2129,OTL,2040,2045,0.000e+00
2129,OTL,2040,2050,0.000e+00
2129,OTL,2045,2045,0.000e+00
2129,OTL,2045,2050,0.000e+00
2129,OTL,2050,2050,0.000e+00
2129,CTL,2020,2020,0.000e+00
2129,CTL,2020,2025,0.000e+00
2129,CTL,2020,2030,0.000e+00
2129,CTL,2020,2035,0.000e+00
2129,CTL,2025,2025,0.000e+00
2129,CTL,2025,2030,0.000e+00
2129,CTL,2025,2035,0.000e+00
2129,CTL,2025,2040,0.000e+00
2129,CTL,2030,2030,0.000e+00
2129,CTL,2030,2035,0.000e+00
2129,CTL,2030,2040,0.000e+00
2129,CTL,2030,2045,0.000e+00
2129,CTL,2035,2035,0.000e+00
2129,CTL,2035,2040,0.000e+00
2129,CTL,2035,2045,0.000e+00
2129,CTL,2035,2050,0.000e+00
2129,CTL,2040,2040,0.000e+00
2129,CTL,2040,2045,0.000e+00
2129,CTL,2040,2050,0.000e+00
2129,CTL,2045,2045,0.000e+00
2129,CTL,2045,2050,0.000e+00
2129,CTL,2050,2050,0.000e+00
2129,PTL,2020,2020,2.568e+08
2129,PTL,2020,2025,3.353e+08
2129,PTL,2020,2030,4.457e+08
2129,PTL,2020,2035,4.806e+08
2129,PTL,2025,2025,0.000e+00
2129,PTL,2025,2030,0.000e+00
2129,PTL,2025,2035,0.000e+00
2129,PTL,2025,2040,4.957e+08
2129,PTL,2030,2030,0.000e+00
2129,PTL,2030,2035,0.000e+00
2129,PTL,2030,2040,0.000e+00
2129,PTL,2030,2045,4.854e+08
2129,PTL,2035,2035,0.000e+00
2129,PTL,2035,2040,0.000e+00
2129,PTL,2035,2045,0.000e+00
2129,PTL,2035,2050,4.553e+08
2129,PTL,2040,2040,0.000e+00
2129,PTL,2040,2045,0.000e+00
2129,PTL,2040,2050,0.000e+00
2129,PTL,2045,2045,0.000e+00
2129,PTL,2045,2050,0.000e+00
2129,PTL,2050,2050,0.000e+00
2129,BTL,2020,2020,0.000e+00
2129,BTL,2020,2025,0.000e+00
2129,BTL,2020,2030,0.000e+00
2129,BTL,2020,2035,0.000e+00
2129,BTL,2025,2025,0.000e+00
2129,BTL,2025,2030,0.000e+00
2129,BTL,2025,2035,0.000e+00
2129,BTL,2025,2040,0.000e+00
2129,BTL,2030,2030,0.000e+00
2129,BTL,2030,2035,0.000e+00
2129,BTL,2030,2040,0.000e+00
2129,BTL,2030,2045,0.000e+00
2129,BTL,2035,2035,0.000e+00
2129,BTL,2035,2040,0.000e+00
2129,BTL,2035,2045,0.000e+00
2129,BTL,2035,2050,0.000e+00
2129,BTL,2040,2040,0.000e+00
2129,BTL,2040,2045,0.000e+00
2129,BTL,2040,2050,0.000e+00
2129,BTL,2045,2045,0.000e+00
2129,BTL,2045,2050,0.000e+00
2129,BTL,2050,2050,0.000e+00
2130,OTL,2020,2020,0.000e+00
2130,OTL,2020,2025,0.000e+00
2130,OTL,2020,2030,0.000e+00
2130,OTL,2020,2035,0.000e+00
2130,OTL,2025,2025,0.000e+00
2130,OTL,2025,2030,0.000e+00
2130,OTL,2025,2035,0.000e+00
2130,OTL,2025,2040,0.000e+00
2130,OTL,2030,2030,0.000e+00
2130,OTL,2030,2035,0.000e+00
2130,OTL,2030,2040,0.000e+00
2130,OTL,2030,2045,0.000e+00
2130,OTL,2035,2035,0.000e+00
2130,OTL,2035,2040,0.000e+00
2130,OTL,2035,2045,0.000e+00
2130,OTL,2035,2050,0.000e+00
2130,OTL,2040,2040,0.000e+00
2130,OTL,2040,2045,0.000e+00
2130,OTL,2040,2050,0.000e+00
2130,OTL,2045,2045,0.000e+00
2130,OTL,2045,2050,0.000e+00
2130,OTL,2050,2050,0.000e+00
2130,CTL,2020,2020,0.000e+00
2130,CTL,2020,2025,0.000e+00
2130,CTL,2020,2030,0.000e+00
2130,CTL,2020,2035,0.000e+00
2130,CTL,2025,2025,0.000e+00
2130,CTL,2025,2030,0.000e+00
2130,CTL,2025,2035,0.000e+00
2130,CTL,2025,2040,0.000e+00
2130,CTL,2030,2030,0.000e+00
2130,CTL,2030,2035,0.000e+00
2130,CTL,2030,2040,0.000e+00
2130,CTL,2030,2045,0.000e+00
2130,CTL,2035,2035,0.000e+00
2130,CTL,2035,2040,0.000e+00
2130,CTL,2035,2045,0.000e+00
2130,CTL,2035,2050,0.000e+00
2130,CTL,2040,2040,0.000e+00
2130,CTL,2040,2045,0.000e+00
2130,CTL,2040,2050,0.000e+00
2130,CTL,2045,2045,0.000e+00
2130,CTL,2045,2050,0.000e+00
2130,CTL,2050,2050,0.000e+00
2130,PTL,2020,2020,3.165e+08
2130,PTL,2020,2025,3.950e+08
2130,PTL,2020,2030,4.457e+08
2130,PTL,2020,2035,4.457e+08
2130,PTL,2025,2025,0.000e+00
2130,PTL,2025,2030,0.000e+00
2130,PTL,2025,2035,3.490e+07
2130,PTL,2025,2040,4.957e+08
2130,PTL,2030,2030,0.000e+00
2130,PTL,2030,2035,0.000e+00
2130,PTL,2030,2040,0.000e+00
2130,PTL,2030,2045,4.854e+08
2130,PTL,2035,2035,0.000e+00
2130,PTL,2035,2040,0.000e+00
2130,PTL,2035,2045,0.000e+00
2130,PTL,2035,2050,4.553e+08
2130,PTL,2040,2040,0.000e+00
2130,PTL,2040,2045,0.000e+00
2130,PTL,2040,2050,0.000e+00
2130,PTL,2045,2045,0.000e+00
2130,PTL,2045,2050,0.000e+00
2130,PTL,2050,2050,0.000e+00
2130,BTL,2020,2020,0.000e+00
2130,BTL,2020,2025,0.000e+00
2130,BTL,2020,2030,0.000e+00
2130,BTL,2020,2035,0.000e+00
2130,BTL,2025,2025,0.000e+00
2130,BTL,2025,2030,0.000e+00
2130,BTL,2025,2035,0.000e+00
2130,BTL,2025,2040,0.000e+00
2130,BTL,2030,2030,0.000e+00
2130,BTL,2030,2035,0.000e+00
2130,BTL,2030,2040,0.000e+00
2130,BTL,2030,2045,0.000e+00
2130,BTL,2035,2035,0.000e+00
2130,BTL,2035,2040,0.000e+00
2130,BTL,2035,2045,0.000e+00
2130,BTL,2035,2050,0.000e+00
2130,BTL,2040,2040,0.000e+00
2130,BTL,2040,2045,0.000e+00
2130,BTL,2040,2050,0.000e+00
2130,BTL,2045,2045,0.000e+00
2130,BTL,2045,2050,0.000e+00
2130,BTL,2050,2050,0.000e+00
2131,OTL,2020,2020,7.184e+08
2131,OTL,2020,2025,1.012e+09
2131,OTL,2020,2030,1.012e+09
2131,OTL,2020,2035,1.012e+09
2131,OTL,2025,2025,0.000e+00
2131,OTL,2025,2030,0.000e+00
2131,OTL,2025,2035,1.134e+08
2131,OTL,2025,2040,1.125e+09
2131,OTL,2030,2030,0.000e+00
2131,OTL,2030,2035,0.000e+00
2131,OTL,2030,2040,0.000e+00
2131,OTL,2030,2045,1.102e+09
2131,OTL,2035,2035,0.000e+00
2131,OTL,2035,2040,0.000e+00
2131,OTL,2035,2045,0.000e+00
2131,OTL,2035,2050,1.034e+09
2131,OTL,2040,2040,0.000e+00
2131,OTL,2040,2045,0.000e+00
2131,OTL,2040,2050,0.000e+00
2131,OTL,2045,2045,0.000e+00
2131,OTL,2045,2050,0.000e+00
2131,OTL,2050,2050,0.000e+00
2131,CTL,2020,2020,0.000e+00
2131,CTL,2020,2025,0.000e+00
2131,CTL,2020,2030,0.000e+00
2131,CTL,2020,2035,0.000e+00
2131,CTL,2025,2025,0.000e+00
2131,CTL,2025,2030,0.000e+00
2131,CTL,2025,2035,0.000e+00
2131,CTL,2025,2040,0.000e+00
2131,CTL,2030,2030,0.000e+00
2131,CTL,2030,2035,0.000e+00
2131,CTL,2030,2040,0.000e+00
2131,CTL,2030,2045,0.000e+00
2131,CTL,2035,2035,0.000e+00
2131,CTL,2035,2040,0.000e+00
2131,CTL,2035,2045,0.000e+00
2131,CTL,2035,2050,0.000e+00
2131,CTL,2040,2040,0.000e+00
2131,CTL,2040,2045,0.000e+00
2131,CTL,2040,2050,0.000e+00
2131,CTL,2045,2045,0.000e+00
2131,CTL,2045,2050,0.000e+00
2131,CTL,2050,2050,0.000e+00
2131,PTL,2020,2020,0.000e+00
2131,PTL,2020,2025,0.000e+00
2131,PTL,2020,2030,0.000e+00
2131,PTL,2020,2035,0.000e+00
2131,PTL,2025,2025,0.000e+00
2131,PTL,2025,2030,0.000e+00
2131,PTL,2025,2035,0.000e+00
2131,PTL,2025,2040,0.000e+00
2131,PTL,2030,2030,0.000e+00
2131,PTL,2030,2035,0.000e+00
2131,PTL,2030,2040,0.000e+00
2131,PTL,2030,2045,0.000e+00
2131,PTL,2035,2035,0.000e+00
2131,PTL,2035,2040,0.000e+00
2131,PTL,2035,2045,0.000e+00
2131,PTL,2035,2050,0.000e+00
2131,PTL,2040,2040,0.000e+00
2131,PTL,2040,2045,0.000e+00
2131,PTL,2040,2050,0.000e+00
2131,PTL,2045,2045,0.000e+00
2131,PTL,2045,2050,0.000e+00
2131,PTL,2050,2050,0.000e+00
2131,BTL,2020,2020,0.000e+00
2131,BTL,2020,2025,0.000e+00
2131,BTL,2020,2030,0.000e+00
2131,BTL,2020,2035,0.000e+00
2131,BTL,2025,2025,0.000e+00
2131,BTL,2025,2030,0.000e+00
2131,BTL,2025,2035,0.000e+00
2131,BTL,2025,2040,0.000e+00
2131,BTL,2030,2030,0.000e+00
2131,BTL,2030,2035,0.000e+00
2131,BTL,2030,2040,0.000e+00
2131,BTL,2030,2045,0.000e+00
2131,BTL,2035,2035,0.000e+00
2131,BTL,2035,2040,0.000e+00
2131,BTL,2035,2045,0.000e+00
2131,BTL,2035,2050,0.000e+00
2131,BTL,2040,2040,0.000e+00
2131,BTL,2040,2045,0.000e+00
2131,BTL,2040,2050,0.000e+00
2131,BTL,2045,2045,0.000e+00
2131,BTL,2045,2050,0.000e+00
2131,BTL,2050,2050,0.000e+00
2132,OTL,2020,2020,7.184e+08
2132,OTL,2020,2025,0.000e+00
2132,OTL,2020,2030,0.000e+00
2132,OTL,2020,2035,0.000e+00
2132,OTL,2025,2025,8.967e+08
2132,OTL,2025,2030,9.184e+01
2132,OTL,2025,2035,1.091e+09
2132,OTL,2025,2040,0.000e+00
2132,OTL,2030,2030,0.000e+00
2132,OTL,2030,2035,0.000e+00
2132,OTL,2030,2040,0.000e+00
2132,OTL,2030,2045,0.000e+00
2132,OTL,2035,2035,0.000e+00
2132,OTL,2035,2040,0.000e+00
2132,OTL,2035,2045,0.000e+00
2132,OTL,2035,2050,0.000e+00
2132,OTL,2040,2040,0.000e+00
2132,OTL,2040,2045,0.000e+00
2132,OTL,2040,2050,0.000e+00
2132,OTL,2045,2045,0.000e+00
2132,OTL,2045,2050,0.000e+00
2132,OTL,2050,2050,0.000e+00
2132,CTL,2020,2020,0.000e+00
2132,CTL,2020,2025,0.000e+00
2132,CTL,2020,2030,0.000e+00
2132,CTL,2020,2035,0.000e+00
2132,CTL,2025,2025,0.000e+00
2132,CTL,2025,2030,0.000e+00
2132,CTL,2025,2035,0.000e+00
2132,CTL,2025,2040,0.000e+00
2132,CTL,2030,2030,0.000e+00
2132,CTL,2030,2035,0.000e+00
2132,CTL,2030,2040,0.000e+00
2132,CTL,2030,2045,0.000e+00
2132,CTL,2035,2035,0.000e+00
2132,CTL,2035,2040,0.000e+00
2132,CTL,2035,2045,0.000e+00
2132,CTL,2035,2050,0.000e+00
2132,CTL,2040,2040,0.000e+00
2132,CTL,2040,2045,0.000e+00
2132,CTL,2040,2050,0.000e+00
2132,CTL,2045,2045,0.000e+00
2132,CTL,2045,2050,0.000e+00
2132,CTL,2050,2050,0.000e+00
2132,PTL,2020,2020,4.172e+01
2132,PTL,2020,2025,4.172e+01
2132,PTL,2020,2030,4.172e+01
2132,PTL,2020,2035,4.172e+01
2132,PTL,2025,2025,0.000e+00
2132,PTL,2025,2030,4.457e+08
2132,PTL,2025,2035,0.000e+00
2132,PTL,2025,2040,4.957e+08
2132,PTL,2030,2030,0.000e+00
2132,PTL,2030,2035,0.000e+00
2132,PTL,2030,2040,0.000e+00
2132,PTL,2030,2045,4.854e+08
2132,PTL,2035,2035,0.000e+00
2132,PTL,2035,2040,0.000e+00
2132,PTL,2035,2045,0.000e+00
2132,PTL,2035,2050,4.553e+08
2132,PTL,2040,2040,0.000e+00
2132,PTL,2040,2045,0.000e+00
2132,PTL,2040,2050,0.000e+00
2132,PTL,2045,2045,0.000e+00
2132,PTL,2045,2050,0.000e+00
2132,PTL,2050,2050,0.000e+00
2132,BTL,2020,2020,0.000e+00
2132,BTL,2020,2025,0.000e+00
2132,BTL,2020,2030,0.000e+00
2132,BTL,2020,2035,0.000e+00
2132,BTL,2025,2025,0.000e+00
2132,BTL,2025,2030,0.000e+00
2132,BTL,2025,2035,0.000e+00
2132,BTL,2025,2040,0.000e+00
2132,BTL,2030,2030,0.000e+00
2132,BTL,2030,2035,0.000e+00
2132,BTL,2030,2040,0.000e+00
2132,BTL,2030,2045,0.000e+00
2132,BTL,2035,2035,0.000e+00
2132,BTL,2035,2040,0.000e+00
2132,BTL,2035,2045,0.000e+00
2132,BTL,2035,2050,0.000e+00
2132,BTL,2040,2040,0.000e+00
2132,BTL,2040,2045,0.000e+00
2132,BTL,2040,2050,0.000e+00
2132,BTL,2045,2045,0.000e+00
2132,BTL,2045,2050,0.000e+00
2132,BTL,2050,2050,0.000e+00
2133,OTL,2020,2020,3.800e+08
2133,OTL,2020,2025,3.800e+08
2133,OTL,2020,2030,3.800e+08
2133,OTL,2020,2035,3.800e+08
2133,OTL,2025,2025,0.000e+00
2133,OTL,2025,2030,0.000e+00
2133,OTL,2025,2035,0.000e+00
2133,OTL,2025,2040,0.000e+00
2133,OTL,2030,2030,0.000e+00
2133,OTL,2030,2035,0.000e+00
2133,OTL,2030,2040,0.000e+00
2133,OTL,2030,2045,0.000e+00
2133,OTL,2035,2035,0.000e+00
2133,OTL,2035,2040,0.000e+00
2133,OTL,2035,2045,0.000e+00
2133,OTL,2035,2050,0.000e+00
2133,OTL,2040,2040,0.000e+00
2133,OTL,2040,2045,0.000e+00
2133,OTL,2040,2050,0.000e+00
2133,OTL,2045,2045,0.000e+00
2133,OTL,2045,2050,0.000e+00
2133,OTL,2050,2050,0.000e+00
2133,CTL,2020,2020,0.000e+00
2133,CTL,2020,2025,0.000e+00
2133,CTL,2020,2030,0.000e+00
2133,CTL,2020,2035,0.000e+00
2133,CTL,2025,2025,0.000e+00
2133,CTL,2025,2030,0.000e+00
2133,CTL,2025,2035,0.000e+00
2133,CTL,2025,2040,0.000e+00
2133,CTL,2030,2030,0.000e+00
2133,CTL,2030,2035,0.000e+00
2133,CTL,2030,2040,0.000e+00
2133,CTL,2030,2045,0.000e+00
2133,CTL,2035,2035,0.000e+00
2133,CTL,2035,2040,0.000e+00
2133,CTL,2035,2045,0.000e+00
2133,CTL,2035,2050,0.000e+00
2133,CTL,2040,2040,0.000e+00
2133,CTL,2040,2045,0.000e+00
2133,CTL,2040,2050,0.000e+00
2133,CTL,2045,2045,0.000e+00
2133,CTL,2045,2050,0.000e+00
2133,CTL,2050,2050,0.000e+00
2133,PTL,2020,2020,1.491e+08
2133,PTL,2020,2025,1.491e+08
2133,PTL,2020,2030,0.000e+00
2133,PTL,2020,2035,0.000e+00
2133,PTL,2025,2025,7.852e+07
2133,PTL,2025,2030,7.852e+07
2133,PTL,2025,2035,0.000e+00
2133,PTL,2025,2040,0.000e+00
2133,PTL,2030,2030,1.998e+08
2133,PTL,2030,2035,0.000e+00
2133,PTL,2030,2040,1.825e+08
2133,PTL,2030,2045,0.000e+00
2133,PTL,2035,2035,3.132e+08
2133,PTL,2035,2040,3.132e+08
2133,PTL,2035,2045,3.132e+08
2133,PTL,2035,2050,2.831e+08
2133,PTL,2040,2040,0.000e+00
2133,PTL,2040,2045,0.000e+00
2133,PTL,2040,2050,0.000e+00
2133,PTL,2045,2045,1.721e+08
2133,PTL,2045,2050,1.721e+08
2133,PTL,2050,2050,0.000e+00
2133,BTL,2020,2020,0.000e+00
2133,BTL,2020,2025,0.000e+00
2133,BTL,2020,2030,0.000e+00
2133,BTL,2020,2035,0.000e+00
2133,BTL,2025,2025,0.000e+00
2133,BTL,2025,2030,0.000e+00
2133,BTL,2025,2035,0.000e+00
2133,BTL,2025,2040,0.000e+00
2133,BTL,2030,2030,0.000e+00
2133,BTL,2030,2035,0.000e+00
2133,BTL,2030,2040,0.000e+00
2133,BTL,2030,2045,0.000e+00
2133,BTL,2035,2035,0.000e+00
2133,BTL,2035,2040,0.000e+00
2133,BTL,2035,2045,0.000e+00
2133,BTL,2035,2050,0.000e+00
2133,BTL,2040,2040,0.000e+00
2133,BTL,2040,2045,0.000e+00
2133,BTL,2040,2050,0.000e+00
2133,BTL,2045,2045,0.000e+00
2133,BTL,2045,2050,0.000e+00
2133,BTL,2050,2050,0.000e+00
2134,OTL,2020,2020,7.148e+08
2134,OTL,2020,2025,7.148e+08
2134,OTL,2020,2030,7.148e+08
2134,OTL,2020,2035,0.000e+00
2134,OTL,2025,2025,1.819e+08
2134,OTL,2025,2030,1.819e+08
2134,OTL,2025,2035,8.699e+01
2134,OTL,2025,2040,8.699e+01
2134,OTL,2030,2030,1.152e+08
2134,OTL,2030,2035,0.000e+00
2134,OTL,2030,2040,0.000e+00
2134,OTL,2030,2045,0.000e+00
2134,OTL,2035,2035,0.000e+00
2134,OTL,2035,2040,0.000e+00
2134,OTL,2035,2045,1.034e+09
2134,OTL,2035,2050,1.034e+09
2134,OTL,2040,2040,0.000e+00
2134,OTL,2040,2045,0.000e+00
2134,OTL,2040,2050,0.000e+00
2134,OTL,2045,2045,0.000e+00
2134,OTL,2045,2050,0.000e+00
2134,OTL,2050,2050,0.000e+00
2134,CTL,2020,2020,0.000e+00
2134,CTL,2020,2025,0.000e+00
2134,CTL,2020,2030,0.000e+00
2134,CTL,2020,2035,0.000e+00
2134,CTL,2025,2025,0.000e+00
2134,CTL,2025,2030,0.000e+00
2134,CTL,2025,2035,0.000e+00
2134,CTL,2025,2040,0.000e+00
2134,CTL,2030,2030,0.000e+00
2134,CTL,2030,2035,0.000e+00
2134,CTL,2030,2040,0.000e+00
2134,CTL,2030,2045,0.000e+00
2134,CTL,2035,2035,0.000e+00
2134,CTL,2035,2040,0.000e+00
2134,CTL,2035,2045,0.000e+00
2134,CTL,2035,2050,0.000e+00
2134,CTL,2040,2040,0.000e+00
2134,CTL,2040,2045,0.000e+00
2134,CTL,2040,2050,0.000e+00
2134,CTL,2045,2045,0.000e+00
2134,CTL,2045,2050,0.000e+00
2134,CTL,2050,2050,0.000e+00
2134,PTL,2020,2020,1.599e+06
2134,PTL,2020,2025,3.405e-06
2134,PTL,2020,2030,4.045e+01
2134,PTL,2020,2035,4.045e+01
2134,PTL,2025,2025,0.000e+00
2134,PTL,2025,2030,0.000e+00
2134,PTL,2025,2035,0.000e+00
2134,PTL,2025,2040,0.000e+00
2134,PTL,2030,2030,0.000e+00
2134,PTL,2030,2035,0.000e+00
2134,PTL,2030,2040,0.000e+00
2134,PTL,2030,2045,0.000e+00
2134,PTL,2035,2035,4.806e+08
2134,PTL,2035,2040,4.806e+08
2134,PTL,2035,2045,1.504e+07
2134,PTL,2035,2050,0.000e+00
2134,PTL,2040,2040,1.506e+07
2134,PTL,2040,2045,1.506e+07
2134,PTL,2040,2050,0.000e+00
2134,PTL,2045,2045,0.000e+00
2134,PTL,2045,2050,0.000e+00
2134,PTL,2050,2050,0.000e+00
2134,BTL,2020,2020,0.000e+00
2134,BTL,2020,2025,0.000e+00
2134,BTL,2020,2030,0.000e+00
2134,BTL,2020,2035,0.000e+00
2134,BTL,2025,2025,0.000e+00
2134,BTL,2025,2030,0.000e+00
2134,BTL,2025,2035,0.000e+00
2134,BTL,2025,2040,0.000e+00
2134,BTL,2030,2030,0.000e+00
2134,BTL,2030,2035,0.000e+00
2134,BTL,2030,2040,0.000e+00
2134,BTL,2030,2045,0.000e+00
2134,BTL,2035,2035,0.000e+00
2134,BTL,2035,2040,0.000e+00
2134,BTL,2035,2045,0.000e+00
2134,BTL,2035,2050,0.000e+00
2134,BTL,2040,2040,0.000e+00
2134,BTL,2040,2045,0.000e+00
2134,BTL,2040,2050,0.000e+00
2134,BTL,2045,2045,0.000e+00
2134,BTL,2045,2050,0.000e+00
2134,BTL,2050,2050,0.000e+00
2135,OTL,2020,2020,7.184e+08
2135,OTL,2020,2025,7.184e+08
2135,OTL,2020,2030,0.000e+00
2135,OTL,2020,2035,0.000e+00
2135,OTL,2025,2025,1.783e+08
2135,OTL,2025,2030,0.000e+00
2135,OTL,2025,2035,0.000e+00
2135,OTL,2025,2040,0.000e+00
2135,OTL,2030,2030,1.012e+09
2135,OTL,2030,2035,9.777e+08
2135,OTL,2030,2040,1.012e+09
2135,OTL,2030,2045,1.151e+07
2135,OTL,2035,2035,1.134e+08
2135,OTL,2035,2040,1.134e+08
2135,OTL,2035,2045,0.000e+00
2135,OTL,2035,2050,0.000e+00
2135,OTL,2040,2040,0.000e+00
2135,OTL,2040,2045,0.000e+00
2135,OTL,2040,2050,0.000e+00
2135,OTL,2045,2045,0.000e+00
2135,OTL,2045,2050,0.000e+00
2135,OTL,2050,2050,0.000e+00
2135,CTL,2020,2020,0.000e+00
2135,CTL,2020,2025,0.000e+00
2135,CTL,2020,2030,0.000e+00
2135,CTL,2020,2035,0.000e+00
2135,CTL,2025,2025,0.000e+00
2135,CTL,2025,2030,0.000e+00
2135,CTL,2025,2035,0.000e+00
2135,CTL,2025,2040,0.000e+00
2135,CTL,2030,2030,0.000e+00
2135,CTL,2030,2035,0.000e+00
2135,CTL,2030,2040,0.000e+00
2135,CTL,2030,2045,0.000e+00
2135,CTL,2035,2035,0.000e+00
2135,CTL,2035,2040,0.000e+00
2135,CTL,2035,2045,0.000e+00
2135,CTL,2035,2050,0.000e+00
2135,CTL,2040,2040,0.000e+00
2135,CTL,2040,2045,0.000e+00
2135,CTL,2040,2050,0.000e+00
2135,CTL,2045,2045,0.000e+00
2135,CTL,2045,2050,0.000e+00
2135,CTL,2050,2050,0.000e+00
2135,PTL,2020,2020,0.000e+00
2135,PTL,2020,2025,0.000e+00
2135,PTL,2020,2030,0.000e+00
2135,PTL,2020,2035,0.000e+00
2135,PTL,2025,2025,0.000e+00
2135,PTL,2025,2030,0.000e+00
2135,PTL,2025,2035,0.000e+00
2135,PTL,2025,2040,0.000e+00
2135,PTL,2030,2030,0.000e+00
2135,PTL,2030,2035,3.402e-06
2135,PTL,2030,2040,3.402e-06
2135,PTL,2030,2045,3.402e-06
2135,PTL,2035,2035,0.000e+00
2135,PTL,2035,2040,0.000e+00
2135,PTL,2035,2045,0.000e+00
2135,PTL,2035,2050,0.000e+00
2135,PTL,2040,2040,4.043e+01
2135,PTL,2040,2045,0.000e+00
2135,PTL,2040,2050,0.000e+00
2135,PTL,2045,2045,4.803e+08
2135,PTL,2045,2050,4.553e+08
2135,PTL,2050,2050,0.000e+00
2135,BTL,2020,2020,0.000e+00
2135,BTL,2020,2025,0.000e+00
2135,BTL,2020,2030,0.000e+00
2135,BTL,2020,2035,0.000e+00
2135,BTL,2025,2025,0.000e+00
2135,BTL,2025,2030,0.000e+00
2135,BTL,2025,2035,0.000e+00
2135,BTL,2025,2040,0.000e+00
2135,BTL,2030,2030,0.000e+00
2135,BTL,2030,2035,0.000e+00
2135,BTL,2030,2040,0.000e+00
2135,BTL,2030,2045,0.000e+00
2135,BTL,2035,2035,0.000e+00
2135,BTL,2035,2040,0.000e+00
2135,BTL,2035,2045,0.000e+00
2135,BTL,2035,2050,0.000e+00
2135,BTL,2040,2040,0.000e+00
2135,BTL,2040,2045,0.000e+00
2135,BTL,2040,2050,0.000e+00
2135,BTL,2045,2045,0.000e+00
2135,BTL,2045,2050,0.000e+00
2135,BTL,2050,2050,0.000e+00
2136,OTL,2020,2020,7.184e+08
2136,OTL,2020,2025,7.184e+08
2136,OTL,2020,2030,0.000e+00
2136,OTL,2020,2035,0.000e+00
2136,OTL,2025,2025,1.783e+08
2136,OTL,2025,2030,0.000e+00
2136,OTL,2025,2035,0.000e+00
2136,OTL,2025,2040,0.000e+00
2136,OTL,2030,2030,1.012e+09
2136,OTL,2030,2035,1.091e+09
2136,OTL,2030,2040,1.091e+09
2136,OTL,2030,2045,3.844e+08
2136,OTL,2035,2035,0.000e+00
2136,OTL,2035,2040,0.000e+00
2136,OTL,2035,2045,0.000e+00
2136,OTL,2035,2050,0.000e+00
2136,OTL,2040,2040,3.420e+07
2136,OTL,2040,2045,0.000e+00
2136,OTL,2040,2050,3.420e+07
2136,OTL,2045,2045,0.000e+00
2136,OTL,2045,2050,0.000e+00
2136,OTL,2050,2050,0.000e+00
2136,CTL,2020,2020,0.000e+00
2136,CTL,2020,2025,0.000e+00
2136,CTL,2020,2030,0.000e+00
2136,CTL,2020,2035,0.000e+00
2136,CTL,2025,2025,0.000e+00
2136,CTL,2025,2030,0.000e+00
2136,CTL,2025,2035,0.000e+00
2136,CTL,2025,2040,0.000e+00
2136,CTL,2030,2030,0.000e+00
2136,CTL,2030,2035,0.000e+00
2136,CTL,2030,2040,0.000e+00
2136,CTL,2030,2045,0.000e+00
2136,CTL,2035,2035,0.000e+00
2136,CTL,2035,2040,0.000e+00
2136,CTL,2035,2045,0.000e+00
2136,CTL,2035,2050,0.000e+00
2136,CTL,2040,2040,0.000e+00
2136,CTL,2040,2045,0.000e+00
2136,CTL,2040,2050,0.000e+00
2136,CTL,2045,2045,0.000e+00
2136,CTL,2045,2050,0.000e+00
2136,CTL,2050,2050,0.000e+00
2136,PTL,2020,2020,0.000e+00
2136,PTL,2020,2025,0.000e+00
2136,PTL,2020,2030,0.000e+00
2136,PTL,2020,2035,0.000e+00
2136,PTL,2025,2025,0.000e+00
2136,PTL,2025,2030,0.000e+00
2136,PTL,2025,2035,0.000e+00
2136,PTL,2025,2040,0.000e+00
2136,PTL,2030,2030,2.384e-06
2136,PTL,2030,2035,2.384e-06
2136,PTL,2030,2040,2.384e-06
2136,PTL,2030,2045,2.384e-06
2136,PTL,2035,2035,0.000e+00
2136,PTL,2035,2040,0.000e+00
2136,PTL,2035,2045,0.000e+00
2136,PTL,2035,2050,0.000e+00
2136,PTL,2040,2040,2.660e+01
2136,PTL,2040,2045,2.660e+01
2136,PTL,2040,2050,2.660e+01
2136,PTL,2045,2045,3.161e+08
2136,PTL,2045,2050,3.161e+08
2136,PTL,2050,2050,1.242e+08
2136,BTL,2020,2020,0.000e+00
2136,BTL,2020,2025,0.000e+00
2136,BTL,2020,2030,0.000e+00
2136,BTL,2020,2035,0.000e+00
2136,BTL,2025,2025,0.000e+00
2136,BTL,2025,2030,0.000e+00
2136,BTL,2025,2035,0.000e+00
2136,BTL,2025,2040,0.000e+00
2136,BTL,2030,2030,0.000e+00
2136,BTL,2030,2035,0.000e+00
